lcsc_id,mpn,manufacturer,category,subcategory,package,voltage_v,capacitance_f,resistance_ohm,inductance_h,tolerance,temp_coeff,power_w,stock,price_cny,moq,description,keywords
,LQG15HN2N7S02,Murata,Inductor,High-Frequency,0402,,,,2.7e-09,±5%,±25ppm/°C,,,,,3e-09H 0402 HF ±5%,inductor 0402 high-frequency
,LQG15HN3N3S02,Murata,Inductor,High-Frequency,0402,,,,3.3e-09,±5%,±25ppm/°C,,,,,3e-09H 0402 HF ±5%,inductor 0402 high-frequency
,LQG15HN3N9S02,Murata,Inductor,High-Frequency,0402,,,,3.9e-09,±5%,±25ppm/°C,,,,,4e-09H 0402 HF ±5%,inductor 0402 high-frequency
,LQG15HN4N7S02,Murata,Inductor,High-Frequency,0402,,,,4.7e-09,±5%,±25ppm/°C,,,,,5e-09H 0402 HF ±5%,inductor 0402 high-frequency
,LQG15HN5N6S02,Murata,Inductor,High-Frequency,0402,,,,5.6e-09,±5%,±25ppm/°C,,,,,6e-09H 0402 HF ±5%,inductor 0402 high-frequency
,LQG15HN6N8S02,Murata,Inductor,High-Frequency,0402,,,,6.8e-09,±5%,±25ppm/°C,,,,,7e-09H 0402 HF ±5%,inductor 0402 high-frequency
,LQG15HN8N2S02,Murata,Inductor,High-Frequency,0402,,,,8.2e-09,±5%,±25ppm/°C,,,,,8e-09H 0402 HF ±5%,inductor 0402 high-frequency
,LQG15HN10NJ02,Murata,Inductor,High-Frequency,0402,,,,1e-08,±5%,±25ppm/°C,,,,,1e-08H 0402 HF ±5%,inductor 0402 high-frequency
,LQG15HN12NJ02,Murata,Inductor,High-Frequency,0402,,,,1.2e-08,±5%,±25ppm/°C,,,,,1e-08H 0402 HF ±5%,inductor 0402 high-frequency
,LQG15HN15NJ02,Murata,Inductor,High-Frequency,0402,,,,1.5e-08,±5%,±25ppm/°C,,,,,1e-08H 0402 HF ±5%,inductor 0402 high-frequency
,LQG15HN18NJ02,Murata,Inductor,High-Frequency,0402,,,,1.8e-08,±5%,±25ppm/°C,,,,,2e-08H 0402 HF ±5%,inductor 0402 high-frequency
,LQG15HN22NJ02,Murata,Inductor,High-Frequency,0402,,,,2.2e-08,±5%,±25ppm/°C,,,,,2e-08H 0402 HF ±5%,inductor 0402 high-frequency
,LQG15HN27NJ02,Murata,Inductor,High-Frequency,0402,,,,2.7e-08,±5%,±25ppm/°C,,,,,3e-08H 0402 HF ±5%,inductor 0402 high-frequency
,LQG15HN33NJ02,Murata,Inductor,High-Frequency,0402,,,,3.3e-08,±5%,±25ppm/°C,,,,,3e-08H 0402 HF ±5%,inductor 0402 high-frequency
,LQG15HN39NJ02,Murata,Inductor,High-Frequency,0402,,,,3.9e-08,±5%,±25ppm/°C,,,,,4e-08H 0402 HF ±5%,inductor 0402 high-frequency
,LQG15HN47NJ02,Murata,Inductor,High-Frequency,0402,,,,4.7e-08,±5%,±25ppm/°C,,,,,5e-08H 0402 HF ±5%,inductor 0402 high-frequency
,LQG15HN56NJ02,Murata,Inductor,High-Frequency,0402,,,,5.6e-08,±5%,±25ppm/°C,,,,,6e-08H 0402 HF ±5%,inductor 0402 high-frequency
,LQG15HN68NJ02,Murata,Inductor,High-Frequency,0402,,,,6.8e-08,±5%,±25ppm/°C,,,,,7e-08H 0402 HF ±5%,inductor 0402 high-frequency
,LQG15HN82NJ02,Murata,Inductor,High-Frequency,0402,,,,8.2e-08,±5%,±25ppm/°C,,,,,8e-08H 0402 HF ±5%,inductor 0402 high-frequency
,LQG15HN100J02,Murata,Inductor,High-Frequency,0402,,,,1e-07,±5%,±25ppm/°C,,,,,1e-07H 0402 HF ±5%,inductor 0402 high-frequency
,LQG15HN120J02,Murata,Inductor,High-Frequency,0402,,,,1.2e-07,±5%,±25ppm/°C,,,,,1e-07H 0402 HF ±5%,inductor 0402 high-frequency
,LQG15HN150J02,Murata,Inductor,High-Frequency,0402,,,,1.5e-07,±5%,±25ppm/°C,,,,,1e-07H 0402 HF ±5%,inductor 0402 high-frequency
,LQG15HN180J02,Murata,Inductor,High-Frequency,0402,,,,1.8e-07,±5%,±25ppm/°C,,,,,2e-07H 0402 HF ±5%,inductor 0402 high-frequency
,LQG15HN220J02,Murata,Inductor,High-Frequency,0402,,,,2.2e-07,±5%,±25ppm/°C,,,,,2e-07H 0402 HF ±5%,inductor 0402 high-frequency
,LQG15HN270J02,Murata,Inductor,High-Frequency,0402,,,,2.7e-07,±5%,±25ppm/°C,,,,,3e-07H 0402 HF ±5%,inductor 0402 high-frequency
,LQG15HN330J02,Murata,Inductor,High-Frequency,0402,,,,3.3e-07,±5%,±25ppm/°C,,,,,3e-07H 0402 HF ±5%,inductor 0402 high-frequency
,LQG15HN390J02,Murata,Inductor,High-Frequency,0402,,,,3.9e-07,±5%,±25ppm/°C,,,,,4e-07H 0402 HF ±5%,inductor 0402 high-frequency
,LQG15HN470J02,Murata,Inductor,High-Frequency,0402,,,,4.7e-07,±5%,±25ppm/°C,,,,,5e-07H 0402 HF ±5%,inductor 0402 high-frequency
,LQM18PN1R0M00,Murata,Inductor,Power,0603,,,,1e-06,±20%,±25ppm/°C,,,,,1e-06H 0603 Power ±20%,inductor 0603 power
,LQM18PN1R5M00,Murata,Inductor,Power,0603,,,,1.5e-06,±20%,±25ppm/°C,,,,,2e-06H 0603 Power ±20%,inductor 0603 power
,LQM18PN2R2M00,Murata,Inductor,Power,0603,,,,2.2e-06,±20%,±25ppm/°C,,,,,2e-06H 0603 Power ±20%,inductor 0603 power
,LQM18PN3R3M00,Murata,Inductor,Power,0603,,,,3.3e-06,±20%,±25ppm/°C,,,,,3e-06H 0603 Power ±20%,inductor 0603 power
,LQM18PN4R7M00,Murata,Inductor,Power,0603,,,,4.7e-06,±20%,±25ppm/°C,,,,,5e-06H 0603 Power ±20%,inductor 0603 power
,LQM18PN6R8M00,Murata,Inductor,Power,0603,,,,6.8e-06,±20%,±25ppm/°C,,,,,7e-06H 0603 Power ±20%,inductor 0603 power
,LQM18PN100M00,Murata,Inductor,Power,0603,,,,1e-05,±20%,±25ppm/°C,,,,,1e-05H 0603 Power ±20%,inductor 0603 power
,LQM18PN150M00,Murata,Inductor,Power,0603,,,,1.5e-05,±20%,±25ppm/°C,,,,,2e-05H 0603 Power ±20%,inductor 0603 power
,LQM18PN220M00,Murata,Inductor,Power,0603,,,,2.2e-05,±20%,±25ppm/°C,,,,,2e-05H 0603 Power ±20%,inductor 0603 power
,LQM18PN330M00,Murata,Inductor,Power,0603,,,,3.3e-05,±20%,±25ppm/°C,,,,,3e-05H 0603 Power ±20%,inductor 0603 power
,LQM18PN470M00,Murata,Inductor,Power,0603,,,,4.7e-05,±20%,±25ppm/°C,,,,,5e-05H 0603 Power ±20%,inductor 0603 power
,LQM18PN680M00,Murata,Inductor,Power,0603,,,,6.8e-05,±20%,±25ppm/°C,,,,,7e-05H 0603 Power ±20%,inductor 0603 power
,LQM18PN101M00,Murata,Inductor,Power,0603,,,,0.0001,±20%,±25ppm/°C,,,,,1e-04H 0603 Power ±20%,inductor 0603 power
,LQM18PN151M00,Murata,Inductor,Power,0603,,,,0.00015,±20%,±25ppm/°C,,,,,1e-04H 0603 Power ±20%,inductor 0603 power
,LQM18PN221M00,Murata,Inductor,Power,0603,,,,0.00022,±20%,±25ppm/°C,,,,,2e-04H 0603 Power ±20%,inductor 0603 power
,MLZ1608M1R0WT000,TDK,Inductor,Power,0603,,,,1e-06,±20%,±25ppm/°C,,,,,1e-06H 0603 Power ±20%,inductor 0603 power
,MLZ1608M1R5WT000,TDK,Inductor,Power,0603,,,,1.5e-06,±20%,±25ppm/°C,,,,,2e-06H 0603 Power ±20%,inductor 0603 power
,MLZ1608M2R2WT000,TDK,Inductor,Power,0603,,,,2.2e-06,±20%,±25ppm/°C,,,,,2e-06H 0603 Power ±20%,inductor 0603 power
,MLZ1608M3R3WT000,TDK,Inductor,Power,0603,,,,3.3e-06,±20%,±25ppm/°C,,,,,3e-06H 0603 Power ±20%,inductor 0603 power
,MLZ1608M4R7WT000,TDK,Inductor,Power,0603,,,,4.7e-06,±20%,±25ppm/°C,,,,,5e-06H 0603 Power ±20%,inductor 0603 power
,MLZ1608M6R8WT000,TDK,Inductor,Power,0603,,,,6.8e-06,±20%,±25ppm/°C,,,,,7e-06H 0603 Power ±20%,inductor 0603 power
,MLZ1608M100WT000,TDK,Inductor,Power,0603,,,,1e-05,±20%,±25ppm/°C,,,,,1e-05H 0603 Power ±20%,inductor 0603 power
,MLZ1608M150WT000,TDK,Inductor,Power,0603,,,,1.5e-05,±20%,±25ppm/°C,,,,,2e-05H 0603 Power ±20%,inductor 0603 power
,MLZ1608M220WT000,TDK,Inductor,Power,0603,,,,2.2e-05,±20%,±25ppm/°C,,,,,2e-05H 0603 Power ±20%,inductor 0603 power
,MLZ1608M330WT000,TDK,Inductor,Power,0603,,,,3.3e-05,±20%,±25ppm/°C,,,,,3e-05H 0603 Power ±20%,inductor 0603 power
,MLZ1608M470WT000,TDK,Inductor,Power,0603,,,,4.7e-05,±20%,±25ppm/°C,,,,,5e-05H 0603 Power ±20%,inductor 0603 power
,MLZ1608M680WT000,TDK,Inductor,Power,0603,,,,6.8e-05,±20%,±25ppm/°C,,,,,7e-05H 0603 Power ±20%,inductor 0603 power
,MLZ1608M101WT000,TDK,Inductor,Power,0603,,,,0.0001,±20%,±25ppm/°C,,,,,1e-04H 0603 Power ±20%,inductor 0603 power
,SRN2009-1R0M,Bourns,Inductor,Power,0805,,,,1e-06,±20%,±25ppm/°C,,,,,1e-06H 0805 Power ±20%,inductor 0805 power
,SRN2009-1R5M,Bourns,Inductor,Power,0805,,,,1.5e-06,±20%,±25ppm/°C,,,,,2e-06H 0805 Power ±20%,inductor 0805 power
,SRN2009-2R2M,Bourns,Inductor,Power,0805,,,,2.2e-06,±20%,±25ppm/°C,,,,,2e-06H 0805 Power ±20%,inductor 0805 power
,SRN2009-3R3M,Bourns,Inductor,Power,0805,,,,3.3e-06,±20%,±25ppm/°C,,,,,3e-06H 0805 Power ±20%,inductor 0805 power
,SRN2009-4R7M,Bourns,Inductor,Power,0805,,,,4.7e-06,±20%,±25ppm/°C,,,,,5e-06H 0805 Power ±20%,inductor 0805 power
,SRN2009-6R8M,Bourns,Inductor,Power,0805,,,,6.8e-06,±20%,±25ppm/°C,,,,,7e-06H 0805 Power ±20%,inductor 0805 power
,SRN2009-100M,Bourns,Inductor,Power,0805,,,,1e-05,±20%,±25ppm/°C,,,,,1e-05H 0805 Power ±20%,inductor 0805 power
,SRN2009-150M,Bourns,Inductor,Power,0805,,,,1.5e-05,±20%,±25ppm/°C,,,,,2e-05H 0805 Power ±20%,inductor 0805 power
,SRN2009-220M,Bourns,Inductor,Power,0805,,,,2.2e-05,±20%,±25ppm/°C,,,,,2e-05H 0805 Power ±20%,inductor 0805 power
